DataHora;localizacao;Valor;CC;Dia;Hora
06/01/2014 12:00;Jack's Magical Beans;11;CC: 6899;6 - Segunda-feira;12
06/01/2014 12:00;Brewed Awakenings;17;CC: 2540;6 - Segunda-feira;12
06/01/2014 12:00;Bean There Done That;9;CC: 1877;6 - Segunda-feira;12
06/01/2014 12:00;Brewed Awakenings;4;CC: 8332;6 - Segunda-feira;12
06/01/2014 12:00;Bean There Done That;5;CC: 1321;6 - Segunda-feira;12
06/01/2014 12:00;Bean There Done That;4;CC: 6895;6 - Segunda-feira;12
06/01/2014 12:00;Jack's Magical Beans;19;CC: 9241;6 - Segunda-feira;12
06/01/2014 12:00;Jack's Magical Beans;28;CC: 8156;6 - Segunda-feira;12
06/01/2014 12:00;Jack's Magical Beans;18;CC: 2463;6 - Segunda-feira;12
06/01/2014 12:16;Abila Airport;1874;CC: 8642;6 - Segunda-feira;12
06/01/2014 12:56;Katerina’s Café;14;CC: 8332;6 - Segunda-feira;12
06/01/2014 12:57;Hippokampos;9;CC: 8156;6 - Segunda-feira;12
06/01/2014 13:18;Abila Zacharo;107;CC: 2418;6 - Segunda-feira;13
06/01/2014 13:19;Gelatogalore;13;CC: 7253;6 - Segunda-feira;13
06/01/2014 13:19;Kalami Kafenion;70;CC: 3484;6 - Segunda-feira;13
06/01/2014 13:20;Hippokampos;34;CC: 6691;6 - Segunda-feira;13
06/01/2014 13:21;Hippokampos;28;CC: 9551;6 - Segunda-feira;13
06/01/2014 13:22;Ouzeri Elian;39;CC: 2540;6 - Segunda-feira;13
06/01/2014 13:23;Hippokampos;13;CC: 4795;6 - Segunda-feira;13
06/01/2014 13:24;Guy's Gyros;15;CC: 1415;6 - Segunda-feira;13
06/01/2014 13:27;Abila Zacharo;30;CC: 7688;6 - Segunda-feira;13
06/01/2014 13:27;Abila Zacharo;50;CC: 1286;6 - Segunda-feira;13
06/01/2014 13:28;Katerina’s Café;34;CC: 8411;6 - Segunda-feira;13
06/01/2014 13:28;Kalami Kafenion;9;CC: 5407;6 - Segunda-feira;13
06/01/2014 13:30;Guy's Gyros;17;CC: 7384;6 - Segunda-feira;13
06/01/2014 13:35;Hippokampos;37;CC: 2681;6 - Segunda-feira;13
06/01/2014 13:35;Abila Zacharo;92;CC: 7354;6 - Segunda-feira;13
06/01/2014 13:37;Ouzeri Elian;21;CC: 6816;6 - Segunda-feira;13
06/01/2014 13:39;Guy's Gyros;11;CC: 1310;6 - Segunda-feira;13
06/01/2014 13:41;Gelatogalore;23;CC: 7889;6 - Segunda-feira;13
06/01/2014 13:42;Ouzeri Elian;20;CC: 6895;6 - Segunda-feira;13
06/01/2014 13:46;Guy's Gyros;31;CC: 9635;6 - Segunda-feira;13
06/01/2014 13:46;Katerina’s Café;19;CC: 6899;6 - Segunda-feira;13
06/01/2014 13:46;Guy's Gyros;100;CC: 2463;6 - Segunda-feira;13
06/01/2014 13:47;Kalami Kafenion;22;CC: 1321;6 - Segunda-feira;13
06/01/2014 13:48;Ouzeri Elian;21;CC: 5368;6 - Segunda-feira;13
06/01/2014 13:48;Ouzeri Elian;31;CC: 5921;6 - Segunda-feira;13
06/01/2014 13:50;Katerina’s Café;14;CC: 1874;6 - Segunda-feira;13
06/01/2014 13:50;Katerina’s Café;33;CC: 9617;6 - Segunda-feira;13
06/01/2014 13:52;Kalami Kafenion;22;CC: 4434;6 - Segunda-feira;13
06/01/2014 13:52;Gelatogalore;36;CC: 3492;6 - Segunda-feira;13
06/01/2014 13:53;Katerina’s Café;37;CC: 2142;6 - Segunda-feira;13
06/01/2014 13:54;Abila Zacharo;23;CC: 9405;6 - Segunda-feira;13
06/01/2014 13:57;Hippokampos;9;CC: 1877;6 - Segunda-feira;13
06/01/2014 13:58;Hippokampos;38;CC: 8202;6 - Segunda-feira;13
06/01/2014 13:59;Katerina’s Café;39;CC: 3853;6 - Segunda-feira;13
06/01/2014 14:00;Kalami Kafenion;13;CC: 7117;6 - Segunda-feira;14
06/01/2014 14:00;Gelatogalore;23;CC: 7819;6 - Segunda-feira;14
06/01/2014 14:04;Hippokampos;31;CC: 4948;6 - Segunda-feira;14
06/01/2014 14:05;Abila Zacharo;78;CC: 7108;6 - Segunda-feira;14
06/01/2014 14:15;Kalami Kafenion;27;CC: 8129;6 - Segunda-feira;14
06/01/2014 14:17;Katerina’s Café;20;CC: 6901;6 - Segunda-feira;14
06/01/2014 15:14;Abila Airport;777;CC: 9220;6 - Segunda-feira;15
06/01/2014 15:39;Abila Airport;612;CC: 8642;6 - Segunda-feira;15
06/01/2014 17:28;U-Pump;60;CC: 3484;6 - Segunda-feira;17
06/01/2014 18:56;Katerina’s Café;79;CC: 8411;6 - Segunda-feira;18
06/01/2014 19:08;Katerina’s Café;26;CC: 8129;6 - Segunda-feira;19
06/01/2014 19:18;Guy's Gyros;39;CC: 7384;6 - Segunda-feira;19
06/01/2014 19:50;Frydos Autosupply n' More;274;CC: 9241;6 - Segunda-feira;19
06/01/2014 20:07;Katerina’s Café;24;CC: 7253;6 - Segunda-feira;20
06/01/2014 20:08;Katerina’s Café;12;CC: 1874;6 - Segunda-feira;20
06/01/2014 20:09;Guy's Gyros;12;CC: 6901;6 - Segunda-feira;20
06/01/2014 20:12;Frydos Autosupply n' More;81;CC: 8202;6 - Segunda-feira;20
06/01/2014 20:13;Guy's Gyros;23;CC: 3484;6 - Segunda-feira;20
06/01/2014 20:15;Guy's Gyros;118;CC: 6816;6 - Segunda-feira;20
06/01/2014 20:15;Frydos Autosupply n' More;176;CC: 5368;6 - Segunda-feira;20
06/01/2014 20:19;Katerina’s Café;22;CC: 2418;6 - Segunda-feira;20
06/01/2014 20:20;Hippokampos;35;CC: 1321;6 - Segunda-feira;20
06/01/2014 20:24;Guy's Gyros;29;CC: 7819;6 - Segunda-feira;20
06/01/2014 20:26;Albert's Fine Clothing;277;CC: 9551;6 - Segunda-feira;20
06/01/2014 20:28;Guy's Gyros;95;CC: 7108;6 - Segunda-feira;20
06/01/2014 20:29;Hippokampos;86;CC: 6895;6 - Segunda-feira;20
06/01/2014 20:29;Katerina’s Café;18;CC: 9405;6 - Segunda-feira;20
06/01/2014 20:30;Katerina’s Café;28;CC: 6691;6 - Segunda-feira;20
06/01/2014 20:33;Katerina’s Café;16;CC: 5921;6 - Segunda-feira;20
06/01/2014 20:36;Hippokampos;27;CC: 1877;6 - Segunda-feira;20
06/01/2014 20:46;Hippokampos;24;CC: 7117;6 - Segunda-feira;20
06/01/2014 20:46;Hippokampos;21;CC: 1415;6 - Segunda-feira;20
06/01/2014 20:47;Frydos Autosupply n' More;149;CC: 5407;6 - Segunda-feira;20
06/01/2014 20:49;Shoppers' Delight;294;CC: 7354;6 - Segunda-feira;20
06/01/2014 20:52;Hippokampos;17;CC: 7688;6 - Segunda-feira;20
06/01/2014 20:59;Katerina’s Café;26;CC: 3492;6 - Segunda-feira;20
06/01/2014 21:03;Katerina’s Café;11;CC: 9617;6 - Segunda-feira;21
06/01/2014 21:03;Albert's Fine Clothing;122;CC: 4434;6 - Segunda-feira;21
06/01/2014 21:11;Hippokampos;28;CC: 8156;6 - Segunda-feira;21
06/01/2014 21:12;Katerina’s Café;27;CC: 4948;6 - Segunda-feira;21
06/01/2014 21:23;Frydos Autosupply n' More;197;CC: 2142;6 - Segunda-feira;21
06/01/2014 21:32;Frydos Autosupply n' More;315;CC: 1310;6 - Segunda-feira;21
06/01/2014 21:52;Hippokampos;21;CC: 8332;6 - Segunda-feira;21
07/01/2014 07:27;Brew've Been Served;5;CC: 7384;7 - Terça-feira;7
07/01/2014 07:31;Brew've Been Served;13;CC: 5368;7 - Terça-feira;7
07/01/2014 07:33;Brew've Been Served;7;CC: 4795;7 - Terça-feira;7
07/01/2014 07:35;Hallowed Grounds;14;CC: 7889;7 - Terça-feira;7
07/01/2014 07:37;Hallowed Grounds;9;CC: 8129;7 - Terça-feira;7
07/01/2014 07:41;Hallowed Grounds;20;CC: 1874;7 - Terça-feira;7
07/01/2014 07:45;Brew've Been Served;20;CC: 6816;7 - Terça-feira;7
07/01/2014 07:46;Hallowed Grounds;84;CC: 9551;7 - Terça-feira;7
07/01/2014 07:46;Coffee Cameleon;9;CC: 5921;7 - Terça-feira;7
07/01/2014 07:47;Hallowed Grounds;8;CC: 1310;7 - Terça-feira;7
07/01/2014 07:48;Hallowed Grounds;19;CC: 7108;7 - Terça-feira;7
07/01/2014 07:49;Coffee Cameleon;28;CC: 7253;7 - Terça-feira;7
07/01/2014 07:50;Brew've Been Served;4;CC: 5407;7 - Terça-feira;7
07/01/2014 07:50;Hallowed Grounds;10;CC: 3492;7 - Terça-feira;7
07/01/2014 07:52;Brew've Been Served;3;CC: 4434;7 - Terça-feira;7
07/01/2014 07:54;Brew've Been Served;12;CC: 1286;7 - Terça-feira;7
07/01/2014 07:55;Brew've Been Served;69;CC: 3484;7 - Terça-feira;7
07/01/2014 07:56;Brew've Been Served;99;CC: 9683;7 - Terça-feira;7
07/01/2014 07:57;Hallowed Grounds;10;CC: 6691;7 - Terça-feira;7
07/01/2014 07:58;Brew've Been Served;17;CC: 8202;7 - Terça-feira;7
07/01/2014 08:00;Brew've Been Served;12;CC: 4948;7 - Terça-feira;8
07/01/2014 08:00;Coffee Cameleon;12;CC: 2142;7 - Terça-feira;8
07/01/2014 08:01;Coffee Cameleon;52;CC: 2418;7 - Terça-feira;8
07/01/2014 08:01;Hallowed Grounds;10;CC: 9617;7 - Terça-feira;8
07/01/2014 08:01;Hallowed Grounds;68;CC: 2681;7 - Terça-feira;8
07/01/2014 08:02;Brew've Been Served;14;CC: 9405;7 - Terça-feira;8
07/01/2014 08:06;Brew've Been Served;3;CC: 7819;7 - Terça-feira;8
07/01/2014 08:09;Brew've Been Served;16;CC: 8411;7 - Terça-feira;8
07/01/2014 08:18;Brew've Been Served;48;CC: 6901;7 - Terça-feira;8
07/01/2014 09:17;Abila Airport;3840;CC: 3506;7 - Terça-feira;9
07/01/2014 10:05;Stewart and Sons Fabrication;1201;CC: 3506;7 - Terça-feira;10
07/01/2014 10:11;Nationwide Refinery;1347;CC: 9735;7 - Terça-feira;10
07/01/2014 11:31;Stewart and Sons Fabrication;1843;CC: 9735;7 - Terça-feira;11
07/01/2014 11:39;Nationwide Refinery;1563;CC: 7792;7 - Terça-feira;11
07/01/2014 12:00;Coffee Shack;17;CC: 7117;7 - Terça-feira;12
07/01/2014 12:00;Bean There Done That;51;CC: 1415;7 - Terça-feira;12
07/01/2014 12:00;Brewed Awakenings;12;CC: 7688;7 - Terça-feira;12
07/01/2014 12:00;Jack's Magical Beans;24;CC: 6899;7 - Terça-feira;12
07/01/2014 12:00;Brewed Awakenings;65;CC: 3853;7 - Terça-feira;12
07/01/2014 12:00;Brewed Awakenings;72;CC: 2540;7 - Terça-feira;12
07/01/2014 12:00;Bean There Done That;54;CC: 1877;7 - Terça-feira;12
07/01/2014 12:00;Brewed Awakenings;7;CC: 8332;7 - Terça-feira;12
07/01/2014 12:00;Bean There Done That;8;CC: 1321;7 - Terça-feira;12
07/01/2014 12:00;Bean There Done That;46;CC: 6895;7 - Terça-feira;12
07/01/2014 12:00;Jack's Magical Beans;19;CC: 9241;7 - Terça-feira;12
07/01/2014 12:00;Jack's Magical Beans;20;CC: 8156;7 - Terça-feira;12
07/01/2014 12:00;Jack's Magical Beans;70;CC: 2463;7 - Terça-feira;12
07/01/2014 12:02;Nationwide Refinery;1071;CC: 3506;7 - Terça-feira;12
07/01/2014 12:29;Abila Airport;125;CC: 8642;7 - Terça-feira;12
07/01/2014 13:08;Katerina’s Café;59;CC: 7792;7 - Terça-feira;13
07/01/2014 13:13;Guy's Gyros;30;CC: 8156;7 - Terça-feira;13
07/01/2014 13:20;Abila Zacharo;14;CC: 1415;7 - Terça-feira;13
07/01/2014 13:20;Gelatogalore;35;CC: 8332;7 - Terça-feira;13
07/01/2014 13:20;Guy's Gyros;39;CC: 7354;7 - Terça-feira;13
07/01/2014 13:24;Kalami Kafenion;45;CC: 1286;7 - Terça-feira;13
07/01/2014 13:24;Kalami Kafenion;12;CC: 5407;7 - Terça-feira;13
07/01/2014 13:25;Abila Zacharo;82;CC: 6899;7 - Terça-feira;13
07/01/2014 13:29;Ouzeri Elian;29;CC: 2142;7 - Terça-feira;13
07/01/2014 13:30;Gelatogalore;52;CC: 1310;7 - Terça-feira;13
07/01/2014 13:32;Ouzeri Elian;28;CC: 4948;7 - Terça-feira;13
07/01/2014 13:33;Abila Zacharo;53;CC: 7688;7 - Terça-feira;13
07/01/2014 13:33;Gelatogalore;34;CC: 7253;7 - Terça-feira;13
07/01/2014 13:33;Katerina’s Café;22;CC: 7889;7 - Terça-feira;13
07/01/2014 13:33;Guy's Gyros;11;CC: 6816;7 - Terça-feira;13
07/01/2014 13:33;Kalami Kafenion;18;CC: 4795;7 - Terça-feira;13
07/01/2014 13:34;Ouzeri Elian;65;CC: 6895;7 - Terça-feira;13
07/01/2014 13:35;Gelatogalore;9;CC: 2463;7 - Terça-feira;13
07/01/2014 13:37;Gelatogalore;22;CC: 9551;7 - Terça-feira;13
07/01/2014 13:39;Gelatogalore;17;CC: 9405;7 - Terça-feira;13
07/01/2014 13:41;Katerina’s Café;51;CC: 3484;7 - Terça-feira;13
07/01/2014 13:41;Abila Zacharo;18;CC: 9683;7 - Terça-feira;13
07/01/2014 13:42;Ouzeri Elian;98;CC: 5368;7 - Terça-feira;13
07/01/2014 13:44;Abila Zacharo;32;CC: 2418;7 - Terça-feira;13
07/01/2014 13:45;Kalami Kafenion;23;CC: 1877;7 - Terça-feira;13
07/01/2014 13:46;Guy's Gyros;10;CC: 9635;7 - Terça-feira;13
07/01/2014 13:46;Kalami Kafenion;22;CC: 7108;7 - Terça-feira;13
07/01/2014 13:49;Gelatogalore;37;CC: 2681;7 - Terça-feira;13
07/01/2014 13:50;Ouzeri Elian;22;CC: 8411;7 - Terça-feira;13
07/01/2014 13:52;Gelatogalore;72;CC: 1874;7 - Terça-feira;13
07/01/2014 13:53;Hippokampos;52;CC: 3853;7 - Terça-feira;13
07/01/2014 13:54;Gelatogalore;89;CC: 5921;7 - Terça-feira;13
07/01/2014 13:55;Abila Zacharo;66;CC: 7819;7 - Terça-feira;13
07/01/2014 13:56;Ouzeri Elian;16;CC: 1321;7 - Terça-feira;13
07/01/2014 13:57;Katerina’s Café;37;CC: 8202;7 - Terça-feira;13
07/01/2014 13:57;Gelatogalore;15;CC: 6691;7 - Terça-feira;13
07/01/2014 14:00;Hippokampos;76;CC: 3492;7 - Terça-feira;14
07/01/2014 14:07;Katerina’s Café;11;CC: 4434;7 - Terça-feira;14
07/01/2014 14:09;Guy's Gyros;13;CC: 9617;7 - Terça-feira;14
07/01/2014 14:09;Ouzeri Elian;60;CC: 6901;7 - Terça-feira;14
07/01/2014 14:11;Hippokampos;38;CC: 8129;7 - Terça-feira;14
07/01/2014 14:16;Abila Scrapyard;2149;CC: 2276;7 - Terça-feira;14
07/01/2014 14:19;Kronos Pipe and Irrigation;3921;CC: 4530;7 - Terça-feira;14
07/01/2014 14:34;Carlyle Chemical Inc.;4803;CC: 7792;7 - Terça-feira;14
07/01/2014 15:03;Stewart and Sons Fabrication;962;CC: 2276;7 - Terça-feira;15
07/01/2014 15:20;Maximum Iron and Steel;3207;CC: 4530;7 - Terça-feira;15
07/01/2014 15:41;Abila Airport;3411;CC: 8642;7 - Terça-feira;15
07/01/2014 16:24;Nationwide Refinery;890;CC: 2276;7 - Terça-feira;16
07/01/2014 19:45;Guy's Gyros;15;CC: 7819;7 - Terça-feira;19
07/01/2014 19:48;Guy's Gyros;31;CC: 3484;7 - Terça-feira;19
07/01/2014 20:01;Hippokampos;20;CC: 1877;7 - Terça-feira;20
07/01/2014 20:02;Hippokampos;12;CC: 1415;7 - Terça-feira;20
07/01/2014 20:04;Albert's Fine Clothing;308;CC: 6895;7 - Terça-feira;20
07/01/2014 20:09;Katerina’s Café;19;CC: 7253;7 - Terça-feira;20
07/01/2014 20:10;Albert's Fine Clothing;79;CC: 7117;7 - Terça-feira;20
07/01/2014 20:10;Guy's Gyros;42;CC: 7384;7 - Terça-feira;20
07/01/2014 20:10;Guy's Gyros;27;CC: 4795;7 - Terça-feira;20
07/01/2014 20:11;Katerina’s Café;10;CC: 2142;7 - Terça-feira;20
07/01/2014 20:11;Guy's Gyros;77;CC: 9683;7 - Terça-feira;20
07/01/2014 20:12;Katerina’s Café;56;CC: 1874;7 - Terça-feira;20
07/01/2014 20:13;Katerina’s Café;95;CC: 7889;7 - Terça-feira;20
07/01/2014 20:13;Katerina’s Café;65;CC: 8202;7 - Terça-feira;20
07/01/2014 20:14;Guy's Gyros;62;CC: 3853;7 - Terça-feira;20
07/01/2014 20:15;Ouzeri Elian;11;CC: 9241;7 - Terça-feira;20
07/01/2014 20:18;Katerina’s Café;32;CC: 8411;7 - Terça-feira;20
07/01/2014 20:19;Guy's Gyros;90;CC: 7354;7 - Terça-feira;20
07/01/2014 20:20;Frydos Autosupply n' More;313;CC: 6901;7 - Terça-feira;20
07/01/2014 20:32;Katerina’s Café;20;CC: 5921;7 - Terça-feira;20
07/01/2014 20:33;Katerina’s Café;17;CC: 9617;7 - Terça-feira;20
07/01/2014 20:33;Katerina’s Café;26;CC: 6691;7 - Terça-feira;20
07/01/2014 20:34;Hippokampos;70;CC: 1321;7 - Terça-feira;20
07/01/2014 20:34;Guy's Gyros;23;CC: 5368;7 - Terça-feira;20
07/01/2014 20:47;Katerina’s Café;33;CC: 3492;7 - Terça-feira;20
07/01/2014 20:49;Ouzeri Elian;21;CC: 2681;7 - Terça-feira;20
07/01/2014 20:51;Hippokampos;33;CC: 8156;7 - Terça-feira;20
07/01/2014 21:01;Katerina’s Café;33;CC: 9405;7 - Terça-feira;21
07/01/2014 21:03;Hippokampos;21;CC: 2540;7 - Terça-feira;21
07/01/2014 21:17;Hippokampos;38;CC: 2463;7 - Terça-feira;21
07/01/2014 21:19;Katerina’s Café;18;CC: 1310;7 - Terça-feira;21
07/01/2014 21:21;Hippokampos;36;CC: 7688;7 - Terça-feira;21
07/01/2014 21:51;Hippokampos;22;CC: 8332;7 - Terça-feira;21
08/01/2014 07:31;Brew've Been Served;16;CC: 7354;8 - Quarta-feira;7
08/01/2014 07:39;Hallowed Grounds;12;CC: 7108;8 - Quarta-feira;7
08/01/2014 07:39;Hallowed Grounds;8;CC: 1874;8 - Quarta-feira;7
08/01/2014 07:39;Hallowed Grounds;8;CC: 1310;8 - Quarta-feira;7
08/01/2014 07:40;Hallowed Grounds;6;CC: 8129;8 - Quarta-feira;7
08/01/2014 07:42;Brew've Been Served;3;CC: 4948;8 - Quarta-feira;7
08/01/2014 07:43;Hallowed Grounds;3;CC: 9617;8 - Quarta-feira;7
08/01/2014 07:47;Hallowed Grounds;3;CC: 3492;8 - Quarta-feira;7
08/01/2014 07:48;Brew've Been Served;33;CC: 3853;8 - Quarta-feira;7
08/01/2014 07:48;Brew've Been Served;8;CC: 6816;8 - Quarta-feira;7
08/01/2014 07:48;Brew've Been Served;19;CC: 9683;8 - Quarta-feira;7
08/01/2014 07:50;Brew've Been Served;34;CC: 9405;8 - Quarta-feira;7
08/01/2014 07:50;Hallowed Grounds;4;CC: 2681;8 - Quarta-feira;7
08/01/2014 07:51;Coffee Cameleon;7;CC: 7253;8 - Quarta-feira;7
08/01/2014 07:52;Coffee Cameleon;12;CC: 5921;8 - Quarta-feira;7
08/01/2014 07:55;Hallowed Grounds;80;CC: 7889;8 - Quarta-feira;7
08/01/2014 07:55;Brew've Been Served;92;CC: 3484;8 - Quarta-feira;7
08/01/2014 07:56;Hallowed Grounds;13;CC: 9551;8 - Quarta-feira;7
08/01/2014 07:57;Brew've Been Served;75;CC: 5368;8 - Quarta-feira;7
08/01/2014 07:57;Hallowed Grounds;12;CC: 6691;8 - Quarta-feira;7
08/01/2014 07:58;Brew've Been Served;8;CC: 5407;8 - Quarta-feira;7
08/01/2014 07:59;Coffee Cameleon;16;CC: 2142;8 - Quarta-feira;7
08/01/2014 08:00;Brew've Been Served;32;CC: 4795;8 - Quarta-feira;8
08/01/2014 08:01;Brew've Been Served;4;CC: 8202;8 - Quarta-feira;8
08/01/2014 08:01;Brew've Been Served;17;CC: 7819;8 - Quarta-feira;8
08/01/2014 08:01;Brew've Been Served;3;CC: 7384;8 - Quarta-feira;8
08/01/2014 08:03;Brew've Been Served;10;CC: 6901;8 - Quarta-feira;8
08/01/2014 08:09;Brew've Been Served;11;CC: 8411;8 - Quarta-feira;8
08/01/2014 08:16;Brew've Been Served;7;CC: 1286;8 - Quarta-feira;8
08/01/2014 08:18;Brew've Been Served;6;CC: 4434;8 - Quarta-feira;8
08/01/2014 08:22;Coffee Cameleon;16;CC: 2418;8 - Quarta-feira;8
08/01/2014 09:43;Carlyle Chemical Inc.;3048;CC: 7792;8 - Quarta-feira;9
08/01/2014 09:54;Nationwide Refinery;4513;CC: 9152;8 - Quarta-feira;9
08/01/2014 10:14;Nationwide Refinery;3674;CC: 9735;8 - Quarta-feira;10
08/01/2014 11:28;Stewart and Sons Fabrication;1738;CC: 9152;8 - Quarta-feira;11
08/01/2014 11:58;Stewart and Sons Fabrication;1674;CC: 9735;8 - Quarta-feira;11
08/01/2014 12:00;Coffee Shack;13;CC: 7117;8 - Quarta-feira;12
08/01/2014 12:00;Bean There Done That;17;CC: 1415;8 - Quarta-feira;12
08/01/2014 12:00;Bean There Done That;12;CC: 9635;8 - Quarta-feira;12
08/01/2014 12:00;Brewed Awakenings;12;CC: 7688;8 - Quarta-feira;12
08/01/2014 12:00;Jack's Magical Beans;4;CC: 6899;8 - Quarta-feira;12
08/01/2014 12:00;Brewed Awakenings;12;CC: 2540;8 - Quarta-feira;12
08/01/2014 12:00;Bean There Done That;8;CC: 1877;8 - Quarta-feira;12
08/01/2014 12:00;Brewed Awakenings;15;CC: 8332;8 - Quarta-feira;12
08/01/2014 12:00;Bean There Done That;95;CC: 1321;8 - Quarta-feira;12
08/01/2014 12:00;Jack's Magical Beans;19;CC: 9241;8 - Quarta-feira;12
08/01/2014 12:00;Jack's Magical Beans;12;CC: 8156;8 - Quarta-feira;12
08/01/2014 12:00;Jack's Magical Beans;31;CC: 2463;8 - Quarta-feira;12
08/01/2014 12:29;Frank's Fuel;65;CC: 3853;8 - Quarta-feira;12
08/01/2014 12:45;Abila Airport;2723;CC: 8642;8 - Quarta-feira;12
08/01/2014 12:56;Chostus Hotel;108;CC: 2540;8 - Quarta-feira;12
08/01/2014 13:03;Carlyle Chemical Inc.;4984;CC: 4530;8 - Quarta-feira;13
08/01/2014 13:10;Abila Zacharo;22;CC: 5407;8 - Quarta-feira;13
08/01/2014 13:12;Hippokampos;27;CC: 8332;8 - Quarta-feira;13
08/01/2014 13:15;Hippokampos;9;CC: 4795;8 - Quarta-feira;13
08/01/2014 13:19;Katerina’s Café;29;CC: 7792;8 - Quarta-feira;13
08/01/2014 13:19;Chostus Hotel;112;CC: 9683;8 - Quarta-feira;13
08/01/2014 13:21;Ouzeri Elian;110;CC: 8156;8 - Quarta-feira;13
08/01/2014 13:23;Abila Zacharo;37;CC: 2463;8 - Quarta-feira;13
08/01/2014 13:26;Hippokampos;17;CC: 7253;8 - Quarta-feira;13
08/01/2014 13:27;Gelatogalore;33;CC: 8411;8 - Quarta-feira;13
08/01/2014 13:28;Katerina’s Café;9;CC: 6899;8 - Quarta-feira;13
08/01/2014 13:28;Gelatogalore;21;CC: 9405;8 - Quarta-feira;13
08/01/2014 13:29;Kalami Kafenion;24;CC: 5921;8 - Quarta-feira;13
08/01/2014 13:31;Hippokampos;38;CC: 1321;8 - Quarta-feira;13
08/01/2014 13:32;Guy's Gyros;30;CC: 7384;8 - Quarta-feira;13
08/01/2014 13:34;Abila Zacharo;14;CC: 1415;8 - Quarta-feira;13
08/01/2014 13:34;Katerina’s Café;89;CC: 1310;8 - Quarta-feira;13
08/01/2014 13:38;Gelatogalore;50;CC: 1286;8 - Quarta-feira;13
08/01/2014 13:39;Gelatogalore;120;CC: 3484;8 - Quarta-feira;13
08/01/2014 13:40;Guy's Gyros;78;CC: 3853;8 - Quarta-feira;13
08/01/2014 13:41;Katerina’s Café;26;CC: 2142;8 - Quarta-feira;13
08/01/2014 13:42;Gelatogalore;35;CC: 7889;8 - Quarta-feira;13
08/01/2014 13:42;Kalami Kafenion;22;CC: 8202;8 - Quarta-feira;13
