DataHora;localizacao;Valor;CC;Dia semana;Hora
06/01/2014 20:09;Guy's Gyros;12;CC: 6901;segunda-feira, 6 ;20
06/01/2014 20:12;Frydos Autosupply n' More;81;CC: 8202;segunda-feira, 6 ;20
06/01/2014 20:13;Guy's Gyros;23;CC: 3484;segunda-feira, 6 ;20
06/01/2014 20:15;Guy's Gyros;118;CC: 6816;segunda-feira, 6 ;20
06/01/2014 20:15;Frydos Autosupply n' More;176;CC: 5368;segunda-feira, 6 ;20
06/01/2014 20:19;Katerina’s Café;22;CC: 2418;segunda-feira, 6 ;20
06/01/2014 20:20;Hippokampos;35;CC: 1321;segunda-feira, 6 ;20
06/01/2014 20:24;Guy's Gyros;29;CC: 7819;segunda-feira, 6 ;20
06/01/2014 20:26;Albert's Fine Clothing;277;CC: 9551;segunda-feira, 6 ;20
06/01/2014 20:28;Guy's Gyros;95;CC: 7108;segunda-feira, 6 ;20
06/01/2014 20:29;Hippokampos;86;CC: 6895;segunda-feira, 6 ;20
06/01/2014 20:29;Katerina’s Café;18;CC: 9405;segunda-feira, 6 ;20
06/01/2014 20:30;Katerina’s Café;28;CC: 6691;segunda-feira, 6 ;20
06/01/2014 20:33;Katerina’s Café;16;CC: 5921;segunda-feira, 6 ;20
06/01/2014 20:36;Hippokampos;27;CC: 1877;segunda-feira, 6 ;20
06/01/2014 20:46;Hippokampos;24;CC: 7117;segunda-feira, 6 ;20
06/01/2014 20:46;Hippokampos;21;CC: 1415;segunda-feira, 6 ;20
06/01/2014 20:47;Frydos Autosupply n' More;149;CC: 5407;segunda-feira, 6 ;20
06/01/2014 20:49;Shoppers' Delight;294;CC: 7354;segunda-feira, 6 ;20
06/01/2014 20:52;Hippokampos;17;CC: 7688;segunda-feira, 6 ;20
06/01/2014 20:59;Katerina’s Café;26;CC: 3492;segunda-feira, 6 ;20
06/01/2014 21:03;Katerina’s Café;11;CC: 9617;segunda-feira, 6 ;21
06/01/2014 21:03;Albert's Fine Clothing;122;CC: 4434;segunda-feira, 6 ;21
06/01/2014 21:11;Hippokampos;28;CC: 8156;segunda-feira, 6 ;21
06/01/2014 21:12;Katerina’s Café;27;CC: 4948;segunda-feira, 6 ;21
06/01/2014 21:23;Frydos Autosupply n' More;197;CC: 2142;segunda-feira, 6 ;21
06/01/2014 21:32;Frydos Autosupply n' More;315;CC: 1310;segunda-feira, 6 ;21
06/01/2014 21:52;Hippokampos;21;CC: 8332;segunda-feira, 6 ;21
07/01/2014 07:27;Brew've Been Served;5;CC: 7384;terça-feira, 7 ;7
07/01/2014 07:31;Brew've Been Served;13;CC: 5368;terça-feira, 7 ;7
07/01/2014 07:33;Brew've Been Served;7;CC: 4795;terça-feira, 7 ;7
07/01/2014 07:35;Hallowed Grounds;14;CC: 7889;terça-feira, 7 ;7
07/01/2014 07:37;Hallowed Grounds;9;CC: 8129;terça-feira, 7 ;7
07/01/2014 07:41;Hallowed Grounds;20;CC: 1874;terça-feira, 7 ;7
07/01/2014 07:45;Brew've Been Served;20;CC: 6816;terça-feira, 7 ;7
07/01/2014 07:46;Hallowed Grounds;84;CC: 9551;terça-feira, 7 ;7
07/01/2014 07:46;Coffee Cameleon;9;CC: 5921;terça-feira, 7 ;7
07/01/2014 07:47;Hallowed Grounds;8;CC: 1310;terça-feira, 7 ;7
07/01/2014 07:48;Hallowed Grounds;19;CC: 7108;terça-feira, 7 ;7
07/01/2014 07:49;Coffee Cameleon;28;CC: 7253;terça-feira, 7 ;7
07/01/2014 07:50;Brew've Been Served;4;CC: 5407;terça-feira, 7 ;7
07/01/2014 07:50;Hallowed Grounds;10;CC: 3492;terça-feira, 7 ;7
07/01/2014 07:52;Brew've Been Served;3;CC: 4434;terça-feira, 7 ;7
07/01/2014 07:54;Brew've Been Served;12;CC: 1286;terça-feira, 7 ;7
07/01/2014 07:55;Brew've Been Served;69;CC: 3484;terça-feira, 7 ;7
07/01/2014 07:56;Brew've Been Served;99;CC: 9683;terça-feira, 7 ;7
07/01/2014 07:57;Hallowed Grounds;10;CC: 6691;terça-feira, 7 ;7
07/01/2014 07:58;Brew've Been Served;17;CC: 8202;terça-feira, 7 ;7
07/01/2014 08:00;Brew've Been Served;12;CC: 4948;terça-feira, 7 ;8
07/01/2014 08:00;Coffee Cameleon;12;CC: 2142;terça-feira, 7 ;8
07/01/2014 08:01;Coffee Cameleon;52;CC: 2418;terça-feira, 7 ;8
07/01/2014 08:01;Hallowed Grounds;10;CC: 9617;terça-feira, 7 ;8
07/01/2014 08:01;Hallowed Grounds;68;CC: 2681;terça-feira, 7 ;8
07/01/2014 08:02;Brew've Been Served;14;CC: 9405;terça-feira, 7 ;8
07/01/2014 08:06;Brew've Been Served;3;CC: 7819;terça-feira, 7 ;8
07/01/2014 08:09;Brew've Been Served;16;CC: 8411;terça-feira, 7 ;8
07/01/2014 08:18;Brew've Been Served;48;CC: 6901;terça-feira, 7 ;8
07/01/2014 09:17;Abila Airport;3840;CC: 3506;terça-feira, 7 ;9
07/01/2014 10:05;Stewart and Sons Fabrication;1201;CC: 3506;terça-feira, 7 ;10
07/01/2014 10:11;Nationwide Refinery;1347;CC: 9735;terça-feira, 7 ;10
07/01/2014 11:31;Stewart and Sons Fabrication;1843;CC: 9735;terça-feira, 7 ;11
07/01/2014 11:39;Nationwide Refinery;1563;CC: 7792;terça-feira, 7 ;11
07/01/2014 12:00;Coffee Shack;17;CC: 7117;terça-feira, 7 ;12
07/01/2014 12:00;Bean There Done That;51;CC: 1415;terça-feira, 7 ;12
07/01/2014 12:00;Brewed Awakenings;12;CC: 7688;terça-feira, 7 ;12
07/01/2014 12:00;Jack's Magical Beans;24;CC: 6899;terça-feira, 7 ;12
07/01/2014 12:00;Brewed Awakenings;65;CC: 3853;terça-feira, 7 ;12
07/01/2014 12:00;Brewed Awakenings;72;CC: 2540;terça-feira, 7 ;12
07/01/2014 12:00;Bean There Done That;54;CC: 1877;terça-feira, 7 ;12
07/01/2014 12:00;Brewed Awakenings;7;CC: 8332;terça-feira, 7 ;12
07/01/2014 12:00;Bean There Done That;8;CC: 1321;terça-feira, 7 ;12
07/01/2014 12:00;Bean There Done That;46;CC: 6895;terça-feira, 7 ;12
07/01/2014 12:00;Jack's Magical Beans;19;CC: 9241;terça-feira, 7 ;12
07/01/2014 12:00;Jack's Magical Beans;20;CC: 8156;terça-feira, 7 ;12
07/01/2014 12:00;Jack's Magical Beans;70;CC: 2463;terça-feira, 7 ;12
07/01/2014 12:02;Nationwide Refinery;1071;CC: 3506;terça-feira, 7 ;12
07/01/2014 12:29;Abila Airport;125;CC: 8642;terça-feira, 7 ;12
07/01/2014 13:08;Katerina’s Café;59;CC: 7792;terça-feira, 7 ;13
07/01/2014 13:13;Guy's Gyros;30;CC: 8156;terça-feira, 7 ;13
07/01/2014 13:20;Abila Zacharo;14;CC: 1415;terça-feira, 7 ;13
07/01/2014 13:20;Gelatogalore;35;CC: 8332;terça-feira, 7 ;13
07/01/2014 13:20;Guy's Gyros;39;CC: 7354;terça-feira, 7 ;13
07/01/2014 13:24;Kalami Kafenion;45;CC: 1286;terça-feira, 7 ;13
07/01/2014 13:24;Kalami Kafenion;12;CC: 5407;terça-feira, 7 ;13
07/01/2014 13:25;Abila Zacharo;82;CC: 6899;terça-feira, 7 ;13
07/01/2014 13:29;Ouzeri Elian;29;CC: 2142;terça-feira, 7 ;13
07/01/2014 13:30;Gelatogalore;52;CC: 1310;terça-feira, 7 ;13
07/01/2014 13:32;Ouzeri Elian;28;CC: 4948;terça-feira, 7 ;13
07/01/2014 13:33;Abila Zacharo;53;CC: 7688;terça-feira, 7 ;13
07/01/2014 13:33;Gelatogalore;34;CC: 7253;terça-feira, 7 ;13
07/01/2014 13:33;Katerina’s Café;22;CC: 7889;terça-feira, 7 ;13
07/01/2014 13:33;Guy's Gyros;11;CC: 6816;terça-feira, 7 ;13
07/01/2014 13:33;Kalami Kafenion;18;CC: 4795;terça-feira, 7 ;13
07/01/2014 13:34;Ouzeri Elian;65;CC: 6895;terça-feira, 7 ;13
07/01/2014 13:35;Gelatogalore;9;CC: 2463;terça-feira, 7 ;13
07/01/2014 13:37;Gelatogalore;22;CC: 9551;terça-feira, 7 ;13
07/01/2014 13:39;Gelatogalore;17;CC: 9405;terça-feira, 7 ;13
07/01/2014 13:41;Katerina’s Café;51;CC: 3484;terça-feira, 7 ;13
07/01/2014 13:41;Abila Zacharo;18;CC: 9683;terça-feira, 7 ;13
07/01/2014 13:42;Ouzeri Elian;98;CC: 5368;terça-feira, 7 ;13
07/01/2014 13:44;Abila Zacharo;32;CC: 2418;terça-feira, 7 ;13
07/01/2014 13:45;Kalami Kafenion;23;CC: 1877;terça-feira, 7 ;13
07/01/2014 13:46;Guy's Gyros;10;CC: 9635;terça-feira, 7 ;13
07/01/2014 13:46;Kalami Kafenion;22;CC: 7108;terça-feira, 7 ;13
07/01/2014 13:49;Gelatogalore;37;CC: 2681;terça-feira, 7 ;13
07/01/2014 13:50;Ouzeri Elian;22;CC: 8411;terça-feira, 7 ;13
07/01/2014 13:52;Gelatogalore;72;CC: 1874;terça-feira, 7 ;13
07/01/2014 13:53;Hippokampos;52;CC: 3853;terça-feira, 7 ;13
07/01/2014 13:54;Gelatogalore;89;CC: 5921;terça-feira, 7 ;13
07/01/2014 13:55;Abila Zacharo;66;CC: 7819;terça-feira, 7 ;13
07/01/2014 13:56;Ouzeri Elian;16;CC: 1321;terça-feira, 7 ;13
07/01/2014 13:57;Katerina’s Café;37;CC: 8202;terça-feira, 7 ;13
07/01/2014 13:57;Gelatogalore;15;CC: 6691;terça-feira, 7 ;13
07/01/2014 14:00;Hippokampos;76;CC: 3492;terça-feira, 7 ;14
07/01/2014 14:07;Katerina’s Café;11;CC: 4434;terça-feira, 7 ;14
07/01/2014 14:09;Guy's Gyros;13;CC: 9617;terça-feira, 7 ;14
07/01/2014 14:09;Ouzeri Elian;60;CC: 6901;terça-feira, 7 ;14
07/01/2014 14:11;Hippokampos;38;CC: 8129;terça-feira, 7 ;14
07/01/2014 14:16;Abila Scrapyard;2149;CC: 2276;terça-feira, 7 ;14
07/01/2014 14:19;Kronos Pipe and Irrigation;3921;CC: 4530;terça-feira, 7 ;14
07/01/2014 14:34;Carlyle Chemical Inc.;4803;CC: 7792;terça-feira, 7 ;14
07/01/2014 15:03;Stewart and Sons Fabrication;962;CC: 2276;terça-feira, 7 ;15
07/01/2014 15:20;Maximum Iron and Steel;3207;CC: 4530;terça-feira, 7 ;15
07/01/2014 15:41;Abila Airport;3411;CC: 8642;terça-feira, 7 ;15
07/01/2014 16:24;Nationwide Refinery;890;CC: 2276;terça-feira, 7 ;16
07/01/2014 19:45;Guy's Gyros;15;CC: 7819;terça-feira, 7 ;19
07/01/2014 19:48;Guy's Gyros;31;CC: 3484;terça-feira, 7 ;19
07/01/2014 20:01;Hippokampos;20;CC: 1877;terça-feira, 7 ;20
07/01/2014 20:02;Hippokampos;12;CC: 1415;terça-feira, 7 ;20
07/01/2014 20:04;Albert's Fine Clothing;308;CC: 6895;terça-feira, 7 ;20
07/01/2014 20:09;Katerina’s Café;19;CC: 7253;terça-feira, 7 ;20
07/01/2014 20:10;Albert's Fine Clothing;79;CC: 7117;terça-feira, 7 ;20
07/01/2014 20:10;Guy's Gyros;42;CC: 7384;terça-feira, 7 ;20
07/01/2014 20:10;Guy's Gyros;27;CC: 4795;terça-feira, 7 ;20
07/01/2014 20:11;Katerina’s Café;10;CC: 2142;terça-feira, 7 ;20
07/01/2014 20:11;Guy's Gyros;77;CC: 9683;terça-feira, 7 ;20
07/01/2014 20:12;Katerina’s Café;56;CC: 1874;terça-feira, 7 ;20
07/01/2014 20:13;Katerina’s Café;95;CC: 7889;terça-feira, 7 ;20
07/01/2014 20:13;Katerina’s Café;65;CC: 8202;terça-feira, 7 ;20
07/01/2014 20:14;Guy's Gyros;62;CC: 3853;terça-feira, 7 ;20
07/01/2014 20:15;Ouzeri Elian;11;CC: 9241;terça-feira, 7 ;20
07/01/2014 20:18;Katerina’s Café;32;CC: 8411;terça-feira, 7 ;20
07/01/2014 20:19;Guy's Gyros;90;CC: 7354;terça-feira, 7 ;20
07/01/2014 20:20;Frydos Autosupply n' More;313;CC: 6901;terça-feira, 7 ;20
07/01/2014 20:32;Katerina’s Café;20;CC: 5921;terça-feira, 7 ;20
07/01/2014 20:33;Katerina’s Café;17;CC: 9617;terça-feira, 7 ;20
07/01/2014 20:33;Katerina’s Café;26;CC: 6691;terça-feira, 7 ;20
07/01/2014 20:34;Hippokampos;70;CC: 1321;terça-feira, 7 ;20
07/01/2014 20:34;Guy's Gyros;23;CC: 5368;terça-feira, 7 ;20
07/01/2014 20:47;Katerina’s Café;33;CC: 3492;terça-feira, 7 ;20
07/01/2014 20:49;Ouzeri Elian;21;CC: 2681;terça-feira, 7 ;20
07/01/2014 20:51;Hippokampos;33;CC: 8156;terça-feira, 7 ;20
07/01/2014 21:01;Katerina’s Café;33;CC: 9405;terça-feira, 7 ;21
07/01/2014 21:03;Hippokampos;21;CC: 2540;terça-feira, 7 ;21
07/01/2014 21:17;Hippokampos;38;CC: 2463;terça-feira, 7 ;21
07/01/2014 21:19;Katerina’s Café;18;CC: 1310;terça-feira, 7 ;21
07/01/2014 21:21;Hippokampos;36;CC: 7688;terça-feira, 7 ;21
07/01/2014 21:51;Hippokampos;22;CC: 8332;terça-feira, 7 ;21
08/01/2014 07:31;Brew've Been Served;16;CC: 7354;quarta-feira, 8 ;7
08/01/2014 07:39;Hallowed Grounds;12;CC: 7108;quarta-feira, 8 ;7
08/01/2014 07:39;Hallowed Grounds;8;CC: 1874;quarta-feira, 8 ;7
08/01/2014 07:39;Hallowed Grounds;8;CC: 1310;quarta-feira, 8 ;7
08/01/2014 07:40;Hallowed Grounds;6;CC: 8129;quarta-feira, 8 ;7
08/01/2014 07:42;Brew've Been Served;3;CC: 4948;quarta-feira, 8 ;7
08/01/2014 07:43;Hallowed Grounds;3;CC: 9617;quarta-feira, 8 ;7
08/01/2014 07:47;Hallowed Grounds;3;CC: 3492;quarta-feira, 8 ;7
08/01/2014 07:48;Brew've Been Served;33;CC: 3853;quarta-feira, 8 ;7
08/01/2014 07:48;Brew've Been Served;8;CC: 6816;quarta-feira, 8 ;7
08/01/2014 07:48;Brew've Been Served;19;CC: 9683;quarta-feira, 8 ;7
08/01/2014 07:50;Brew've Been Served;34;CC: 9405;quarta-feira, 8 ;7
08/01/2014 07:50;Hallowed Grounds;4;CC: 2681;quarta-feira, 8 ;7
08/01/2014 07:51;Coffee Cameleon;7;CC: 7253;quarta-feira, 8 ;7
08/01/2014 07:52;Coffee Cameleon;12;CC: 5921;quarta-feira, 8 ;7
08/01/2014 07:55;Hallowed Grounds;80;CC: 7889;quarta-feira, 8 ;7
08/01/2014 07:55;Brew've Been Served;92;CC: 3484;quarta-feira, 8 ;7
08/01/2014 07:56;Hallowed Grounds;13;CC: 9551;quarta-feira, 8 ;7
08/01/2014 07:57;Brew've Been Served;75;CC: 5368;quarta-feira, 8 ;7
08/01/2014 07:57;Hallowed Grounds;12;CC: 6691;quarta-feira, 8 ;7
08/01/2014 07:58;Brew've Been Served;8;CC: 5407;quarta-feira, 8 ;7
08/01/2014 07:59;Coffee Cameleon;16;CC: 2142;quarta-feira, 8 ;7
08/01/2014 08:00;Brew've Been Served;32;CC: 4795;quarta-feira, 8 ;8
08/01/2014 08:01;Brew've Been Served;4;CC: 8202;quarta-feira, 8 ;8
08/01/2014 08:01;Brew've Been Served;17;CC: 7819;quarta-feira, 8 ;8
08/01/2014 08:01;Brew've Been Served;3;CC: 7384;quarta-feira, 8 ;8
08/01/2014 08:03;Brew've Been Served;10;CC: 6901;quarta-feira, 8 ;8
08/01/2014 08:09;Brew've Been Served;11;CC: 8411;quarta-feira, 8 ;8
08/01/2014 08:16;Brew've Been Served;7;CC: 1286;quarta-feira, 8 ;8
08/01/2014 08:18;Brew've Been Served;6;CC: 4434;quarta-feira, 8 ;8
08/01/2014 08:22;Coffee Cameleon;16;CC: 2418;quarta-feira, 8 ;8
08/01/2014 09:43;Carlyle Chemical Inc.;3048;CC: 7792;quarta-feira, 8 ;9
08/01/2014 09:54;Nationwide Refinery;4513;CC: 9152;quarta-feira, 8 ;9
08/01/2014 10:14;Nationwide Refinery;3674;CC: 9735;quarta-feira, 8 ;10
08/01/2014 11:28;Stewart and Sons Fabrication;1738;CC: 9152;quarta-feira, 8 ;11
08/01/2014 11:58;Stewart and Sons Fabrication;1674;CC: 9735;quarta-feira, 8 ;11
08/01/2014 12:00;Coffee Shack;13;CC: 7117;quarta-feira, 8 ;12
08/01/2014 12:00;Bean There Done That;17;CC: 1415;quarta-feira, 8 ;12
08/01/2014 12:00;Bean There Done That;12;CC: 9635;quarta-feira, 8 ;12
08/01/2014 12:00;Brewed Awakenings;12;CC: 7688;quarta-feira, 8 ;12
08/01/2014 12:00;Jack's Magical Beans;4;CC: 6899;quarta-feira, 8 ;12
08/01/2014 12:00;Brewed Awakenings;12;CC: 2540;quarta-feira, 8 ;12
08/01/2014 12:00;Bean There Done That;8;CC: 1877;quarta-feira, 8 ;12
08/01/2014 12:00;Brewed Awakenings;15;CC: 8332;quarta-feira, 8 ;12
08/01/2014 12:00;Bean There Done That;95;CC: 1321;quarta-feira, 8 ;12
08/01/2014 12:00;Jack's Magical Beans;19;CC: 9241;quarta-feira, 8 ;12
08/01/2014 12:00;Jack's Magical Beans;12;CC: 8156;quarta-feira, 8 ;12
08/01/2014 12:00;Jack's Magical Beans;31;CC: 2463;quarta-feira, 8 ;12
08/01/2014 12:29;Frank's Fuel;65;CC: 3853;quarta-feira, 8 ;12
08/01/2014 12:45;Abila Airport;2723;CC: 8642;quarta-feira, 8 ;12
08/01/2014 12:56;Chostus Hotel;108;CC: 2540;quarta-feira, 8 ;12
08/01/2014 13:03;Carlyle Chemical Inc.;4984;CC: 4530;quarta-feira, 8 ;13
08/01/2014 13:10;Abila Zacharo;22;CC: 5407;quarta-feira, 8 ;13
08/01/2014 13:12;Hippokampos;27;CC: 8332;quarta-feira, 8 ;13
08/01/2014 13:15;Hippokampos;9;CC: 4795;quarta-feira, 8 ;13
08/01/2014 13:19;Katerina’s Café;29;CC: 7792;quarta-feira, 8 ;13
08/01/2014 13:19;Chostus Hotel;112;CC: 9683;quarta-feira, 8 ;13
08/01/2014 13:21;Ouzeri Elian;110;CC: 8156;quarta-feira, 8 ;13
08/01/2014 13:23;Abila Zacharo;37;CC: 2463;quarta-feira, 8 ;13
08/01/2014 13:26;Hippokampos;17;CC: 7253;quarta-feira, 8 ;13
08/01/2014 13:27;Gelatogalore;33;CC: 8411;quarta-feira, 8 ;13
08/01/2014 13:28;Katerina’s Café;9;CC: 6899;quarta-feira, 8 ;13
08/01/2014 13:28;Gelatogalore;21;CC: 9405;quarta-feira, 8 ;13
08/01/2014 13:29;Kalami Kafenion;24;CC: 5921;quarta-feira, 8 ;13
08/01/2014 13:31;Hippokampos;38;CC: 1321;quarta-feira, 8 ;13
08/01/2014 13:32;Guy's Gyros;30;CC: 7384;quarta-feira, 8 ;13
